Distance_km,Transport_Mode,Weather,Traffic_Level,Fuel_Price,Carrier_Rating,Warehouse_Time_hr,Delivery_Delay_hr
2543,Rail,Clear,Medium,82.82663088054892,4.8,35,30.12
1405,Ship,Rainy,Medium,98.18588397738088,1.7,25,29.2
1212,Ship,Fog,Medium,73.84335516908774,1.4,13,18.29
406,Rail,Clear,Low,109.99456521344085,4.5,29,10.46
1674,Ship,Rainy,High,116.26640269320819,4.6,27,25.8
2371,Air,Rainy,Medium,113.72221941030799,4.5,40,34.86
2056,Rail,Rainy,High,87.08788011492814,3.0,17,28.37
2408,Air,Storm,Low,86.28840598216843,3.6,37,41.08
919,Air,Clear,Low,71.754380560815,3.3,38,16.19
935,Truck,Clear,High,102.57001793504584,1.3,29,33.17
2051,Air,Rainy,Medium,96.74523920948974,3.4,34,30.41
2251,Truck,Fog,Low,92.96731856636707,1.1,30,36.88
1463,Ship,Clear,Medium,115.38154766673534,2.3,31,26.29
1333,Ship,Storm,Medium,78.39394505414232,4.7,22,27.13
669,Truck,Fog,High,70.48331333450912,2.2,46,32.02
932,Air,Fog,Low,73.66582260603828,4.8,25,9.81
846,Rail,Fog,High,81.16857189136844,2.0,4,10.38
2222,Rail,Fog,Low,71.66427746317285,2.3,35,28.05
1346,Truck,Clear,High,95.14218553215677,3.5,41,29.35
668,Ship,Rainy,Low,85.7045227616789,4.0,44,18.85
1884,Ship,Fog,Low,79.02415040340664,3.0,9,9.32
294,Rail,Storm,Low,107.50420374743311,4.5,26,10.03
2945,Truck,Storm,Medium,80.22256631162651,1.2,27,55.76
2547,Rail,Rainy,Medium,104.38025504968965,4.7,27,30.69
979,Air,Clear,High,87.46324529238194,1.8,18,20.93
1320,Air,Rainy,High,95.59138803312773,4.5,30,38.56
569,Truck,Fog,Low,116.693351992566,2.6,45,14.75
2459,Truck,Clear,Low,71.86758174079064,4.3,46,43.87
57,Air,Clear,Medium,95.0132253738731,3.7,31,8.11
2575,Ship,Fog,Medium,112.72114801638091,1.7,42,47.28
2069,Truck,Storm,Medium,99.39871241851742,4.7,3,23.33
544,Air,Fog,High,83.84352584825783,2.0,29,14.58
1679,Air,Rainy,Medium,89.88405675725171,2.0,7,16.77
2930,Ship,Fog,High,104.01328143642873,4.3,18,39.38
1112,Ship,Storm,Medium,114.54059471569016,1.4,16,15.36
2690,Ship,Fog,Medium,72.05331868733057,1.9,32,48.82
236,Ship,Rainy,Low,73.57694109451882,3.0,38,16.92
2851,Rail,Rainy,High,86.25257618047938,4.3,25,43.77
1927,Ship,Storm,Medium,81.63898422187395,1.6,44,42.24
2190,Rail,Rainy,Low,83.2465443111203,3.2,32,34.95
135,Truck,Rainy,High,81.06349993129405,3.8,19,16.7
186,Air,Fog,High,79.79125244275788,4.4,3,3.83
2518,Rail,Clear,Medium,76.5311983434646,4.7,35,33.23
2171,Truck,Rainy,High,116.6977065897619,4.1,29,31.54
1686,Truck,Rainy,Low,77.20947319530765,3.6,11,14.08
2268,Rail,Storm,Low,80.2201887382768,2.7,6,27.72
1801,Truck,Storm,High,82.31328619903928,1.4,19,45.57
2267,Truck,Fog,Low,116.65074365652103,3.8,37,29.32
1837,Rail,Fog,High,107.78570668005423,5.0,45,41.69
921,Truck,Rainy,Low,109.48497151577573,3.9,27,10.72
2419,Ship,Clear,High,75.2379129769249,1.1,5,31.18
2553,Ship,Clear,High,111.81549375078359,3.0,26,43.61
993,Air,Fog,High,90.4096540908709,3.5,35,24.91
1676,Truck,Storm,Low,83.14115131061943,3.8,19,31.91
2887,Air,Rainy,High,98.78750417601553,3.9,17,40.33
2710,Ship,Rainy,High,111.1091452908367,3.2,35,44.85
2986,Ship,Clear,Medium,108.93260755374547,1.9,47,55.37
398,Ship,Fog,Medium,114.49987412905661,4.8,13,1.27
1726,Truck,Clear,High,116.4066093007722,3.8,14,30.17
1246,Truck,Clear,Medium,81.90610357138748,1.9,30,32.63
59,Ship,Fog,High,91.19289470846358,2.3,43,24.28
2837,Air,Storm,Medium,70.7314269602535,4.7,17,40.69
1511,Air,Rainy,Low,113.966082963253,4.5,37,21.42
716,Rail,Storm,Low,77.72860757373837,2.6,15,14.3
2643,Ship,Fog,High,113.07374061713472,1.2,18,40.05
1572,Air,Fog,High,86.46936609932982,1.2,14,21.51
2226,Ship,Rainy,Low,88.4066794990569,2.1,14,20.37
650,Air,Storm,Low,71.95661272419296,3.5,45,34.96
2702,Rail,Rainy,Medium,86.34393948826599,3.3,33,34.35
376,Rail,Clear,High,114.4181841400632,3.5,38,27.31
1029,Ship,Clear,Low,71.2773700560802,3.9,11,9.49
2501,Air,Clear,Low,90.31637365233627,1.1,11,37.57
678,Truck,Storm,High,71.56998149063706,1.4,26,37.6
1679,Rail,Clear,Medium,88.54617125545325,2.4,3,19.06
2815,Ship,Rainy,Medium,78.63203203901456,1.6,25,39.46
323,Ship,Storm,Medium,82.6109196634186,1.3,17,20.69
734,Air,Rainy,Medium,113.87991865807095,3.6,22,16.96
165,Ship,Fog,Low,91.80246103109455,4.3,29,10.89
910,Rail,Storm,High,83.6898995700956,4.0,46,43.15
2053,Ship,Rainy,High,99.46691889752739,4.3,26,33.96
742,Ship,Rainy,Low,77.10534799162912,3.7,34,19.71
1155,Truck,Storm,Low,82.9695803710428,3.9,26,23.39
2421,Truck,Fog,Low,97.31239838014443,2.1,9,20.94
2211,Rail,Storm,High,81.87615209240344,5.0,40,57.24
1842,Air,Clear,High,103.95638687004367,1.7,11,37.84
203,Truck,Clear,High,94.57456511297613,1.9,7,5.09
1950,Air,Fog,Medium,108.59945351273454,2.2,30,26.76
1477,Rail,Rainy,Low,117.41222678612343,4.9,2,11.68
1339,Truck,Rainy,Low,75.79024446737039,5.0,30,21.06
364,Air,Rainy,Low,86.73325049922724,4.2,4,0.62
1114,Truck,Storm,High,85.97745314392033,3.5,14,33.62
154,Rail,Storm,Low,77.55914596686272,3.1,13,10.64
1974,Rail,Fog,Low,110.51515686667355,4.9,25,24.09
1963,Truck,Clear,Medium,107.99393520193951,3.8,13,19.79
1266,Air,Rainy,High,94.22127354171995,4.8,13,13.27
1474,Ship,Clear,Low,96.88853888973048,2.3,37,30.22
2451,Ship,Storm,High,72.97720690012481,2.3,44,66.1
1822,Truck,Storm,High,97.77536761635228,4.4,6,28.75
2010,Air,Storm,High,109.56707620098183,1.6,26,48.66
2830,Ship,Clear,Medium,98.69137867919287,4.8,14,26.73
1653,Rail,Fog,High,83.26531850602095,3.0,8,21.11
758,Air,Fog,High,103.37741361671686,4.7,24,21.56
700,Ship,Storm,High,88.07442149826238,2.3,22,28.0
2921,Air,Rainy,Low,97.24366421428675,3.9,40,48.07
996,Truck,Clear,Medium,94.37826816394625,2.9,39,26.79
710,Air,Storm,Low,89.058750048259,3.5,21,15.92
2196,Ship,Clear,Medium,105.94389901970675,3.0,43,45.95
2685,Truck,Clear,Medium,114.19380559929408,4.9,26,30.89
2379,Air,Fog,High,70.26062592384625,3.8,10,25.58
2500,Rail,Storm,High,116.68082596151837,2.0,13,51.02
1182,Ship,Fog,Low,95.57575680416124,4.6,42,26.09
749,Truck,Storm,Medium,105.03659401816326,2.2,14,11.23
2296,Air,Clear,High,112.78122830879386,2.5,9,27.83
2088,Rail,Fog,High,93.3551846157135,1.4,7,30.98
2424,Ship,Clear,High,111.74870366824452,4.6,39,31.74
2251,Rail,Storm,High,78.88099097276012,2.1,31,52.24
601,Air,Rainy,Low,77.95837672399072,2.0,16,10.8
454,Air,Fog,Low,102.87356844280768,4.7,8,-6.78
511,Truck,Fog,High,113.50715027758686,4.2,15,13.56
2229,Rail,Clear,High,114.62130887680198,1.6,25,39.63
2888,Truck,Clear,High,102.18702291886233,4.1,47,46.22
923,Ship,Rainy,High,96.27446151046587,4.7,38,31.43
133,Truck,Fog,High,86.56965438482581,1.3,41,31.42
1472,Ship,Storm,Medium,119.00002077996658,4.3,15,22.17
2851,Air,Storm,Medium,85.98478433331252,3.2,25,43.62
2725,Air,Fog,Medium,107.20930536157965,3.7,7,26.98
270,Rail,Fog,Medium,96.59908999525004,3.0,26,8.7
2650,Ship,Fog,High,100.42561712626733,3.8,8,21.25
1441,Air,Rainy,Medium,89.67402752943131,1.1,18,23.64
161,Rail,Storm,Medium,118.24115627361239,4.1,21,9.84
664,Rail,Storm,Low,98.58411630496354,1.1,16,20.49
1631,Truck,Clear,Medium,116.8893815229395,2.8,47,41.5
524,Rail,Clear,Medium,70.3795708086957,1.6,3,2.87
2933,Air,Fog,High,98.63352915955605,4.3,1,29.24
1963,Truck,Clear,Medium,105.85934448626358,2.3,13,24.08
320,Ship,Rainy,Medium,107.25400855811091,2.8,32,16.13
2518,Ship,Storm,High,115.24884408908406,2.7,12,39.18
1970,Air,Storm,Medium,70.22008045018931,4.1,31,36.7
2804,Air,Clear,High,70.01650796297382,2.9,41,50.92
1440,Truck,Fog,Medium,93.61317303976077,4.2,2,8.36
89,Truck,Clear,Low,71.46468525026853,1.3,41,20.24
2032,Air,Fog,Low,118.72662768311872,1.8,8,33.66
2286,Air,Rainy,Medium,81.1032587270696,3.2,25,23.08
1043,Ship,Storm,Low,93.63323646824223,4.8,5,18.23
2062,Ship,Rainy,High,73.05688150061118,1.3,45,54.44
2633,Ship,Storm,Medium,96.10242080856293,1.2,2,37.39
339,Air,Rainy,High,88.99780625737043,1.6,42,25.94
2530,Rail,Clear,Low,72.23300144386118,3.6,38,45.42
2568,Air,Rainy,High,86.75621333481124,2.6,39,37.02
2725,Air,Rainy,Low,89.57180101114278,4.3,3,16.73
328,Ship,Clear,Low,119.496074563747,1.3,46,29.54
2974,Air,Storm,Low,80.39429359596878,1.8,38,53.29
630,Truck,Storm,High,97.23898076850499,2.2,22,38.88
912,Air,Clear,Low,119.36577745993142,3.5,40,14.56
303,Air,Rainy,Medium,109.60096039700676,3.7,33,6.57
230,Air,Rainy,Low,119.66837504410444,1.5,32,12.64
730,Air,Rainy,Medium,118.41491573300846,4.8,47,23.29
874,Rail,Fog,Medium,94.47697710470771,2.4,17,11.33
749,Air,Storm,Medium,104.81879249352829,3.9,18,16.24
2663,Truck,Rainy,Medium,75.52215634705756,3.1,3,29.03
1399,Truck,Storm,High,92.0574412523401,1.9,6,38.76
1430,Air,Rainy,Medium,110.45092711333487,4.4,13,9.93
1723,Ship,Clear,Low,95.26676604885716,4.3,31,15.58
2777,Rail,Clear,Medium,105.1349516408616,2.6,17,20.28
2488,Air,Storm,Low,107.28756649921385,3.4,21,39.78
1688,Air,Storm,High,82.67345706214469,2.0,16,42.16
2007,Air,Clear,Medium,113.78496864712827,3.8,17,21.28
261,Ship,Fog,Low,92.99112154545895,2.2,32,13.86
1588,Ship,Clear,High,80.50925518107718,4.4,1,11.56
433,Ship,Rainy,High,113.2707940894222,1.9,38,30.8
1764,Rail,Fog,Low,90.89094030531268,1.1,8,27.83
391,Truck,Clear,Medium,107.51562191898599,2.1,1,-10.87
1888,Rail,Fog,High,97.40165361107964,1.8,2,23.89
2037,Ship,Fog,Low,89.09358761172501,3.0,47,33.02
893,Truck,Fog,Medium,110.49382075192847,1.8,37,16.38
1584,Truck,Storm,High,99.22349658223065,4.1,24,31.99
469,Ship,Clear,Low,89.52810512135159,2.0,27,16.09
2848,Ship,Storm,High,75.47989351675635,3.8,20,50.9
2038,Rail,Storm,High,114.7722656883354,3.3,47,62.58
1982,Ship,Rainy,Low,71.77347926708333,4.9,21,20.56
1899,Truck,Rainy,High,113.15936741840281,5.0,42,29.2
355,Air,Fog,Low,87.99807624415777,4.5,37,11.86
2799,Ship,Fog,Medium,101.9669381750703,4.0,35,30.56
918,Ship,Rainy,Low,116.10998619178426,2.5,38,17.15
2634,Rail,Rainy,Medium,77.58533077519492,4.0,15,28.74
1185,Rail,Clear,High,98.34752378194051,4.8,46,34.22
1484,Ship,Fog,Low,108.2216431185096,1.1,42,36.58
255,Truck,Fog,Low,107.87919163595288,3.2,30,9.36
545,Truck,Rainy,Low,96.2815957299752,1.9,4,7.6
1959,Air,Clear,Low,101.2369729953229,3.2,43,32.62
2601,Ship,Rainy,Medium,107.87634970664223,2.9,39,45.29
1095,Rail,Rainy,Medium,112.05138188787059,3.3,15,13.57
262,Truck,Storm,High,108.09065484379319,3.2,23,24.69
359,Air,Fog,High,87.70024715906213,4.8,41,23.55
2758,Ship,Clear,High,119.83632005288666,3.2,15,36.59
2041,Truck,Storm,High,91.72513468596522,4.4,26,50.59
2850,Ship,Fog,Low,71.22323513794667,2.3,12,31.13
321,Ship,Rainy,Medium,88.13084757927311,2.8,18,6.6
1872,Truck,Clear,Medium,76.38914772869217,2.9,6,14.73
2129,Truck,Fog,Medium,76.07213078641875,2.1,18,30.31
492,Truck,Rainy,Medium,84.07675200534472,2.5,24,15.46
2259,Ship,Storm,High,72.66877470886304,3.4,38,51.42
2864,Ship,Clear,Low,104.42560942047815,3.3,28,30.26
303,Air,Fog,Medium,73.69944421009525,3.5,15,-0.98
570,Rail,Storm,Low,80.1644777717978,2.4,19,19.48
1026,Ship,Rainy,Low,74.64498572470598,2.3,5,14.9
59,Rail,Rainy,Low,73.15838654515156,3.4,4,-5.46
2823,Truck,Fog,Low,83.38758327697708,1.5,17,30.76
2602,Ship,Rainy,Medium,98.5949483830185,2.0,10,18.22
2882,Air,Clear,Medium,118.23427782234208,1.2,12,39.99
1633,Air,Fog,Medium,113.77783271748032,1.3,5,19.08
2533,Rail,Storm,High,113.79669627226625,2.0,7,46.81
1184,Truck,Fog,Medium,78.80335180188288,1.1,44,36.45
202,Rail,Fog,High,83.245359674891,2.0,23,16.7
1708,Truck,Storm,High,73.81966583976528,3.6,2,29.3
2966,Air,Rainy,High,108.92341699575925,1.2,30,57.7
2850,Rail,Storm,Medium,73.4908150742781,2.7,45,56.5
1906,Air,Clear,Medium,97.83478354104267,4.7,37,31.1
1264,Air,Rainy,Medium,82.39377861619754,4.2,5,11.09
1802,Truck,Fog,High,82.17228170143724,2.2,20,34.83
2660,Rail,Rainy,High,119.53625276238026,4.7,26,37.56
1154,Rail,Rainy,Low,107.83899034892687,2.3,44,28.77
2586,Air,Clear,High,111.84696791455251,1.3,44,57.15
944,Air,Rainy,High,98.59913426720064,5.0,39,30.82
1161,Truck,Rainy,Medium,113.55071436968746,4.5,6,11.45
153,Ship,Rainy,Low,102.27452695831764,2.9,29,12.99
1964,Ship,Fog,Low,117.30868523981727,3.7,10,20.22
1056,Air,Rainy,Low,84.06692930228184,3.7,16,8.93
456,Ship,Storm,Medium,99.76597728914476,1.8,34,25.05
1451,Ship,Rainy,Low,104.50656739684462,1.8,31,30.31
216,Ship,Clear,Low,89.64686525139034,2.9,36,11.49
558,Ship,Rainy,Medium,113.98539912020266,4.6,41,16.78
1711,Air,Rainy,Low,118.99015815520772,1.0,5,24.51
2410,Ship,Fog,High,94.68847456863308,4.1,33,46.5
812,Ship,Storm,High,89.53203274021695,1.2,43,46.73
730,Truck,Rainy,High,93.59689642782294,2.9,19,17.52
2574,Air,Storm,High,112.63683728659657,3.6,32,51.92
2170,Rail,Clear,High,102.27342127590839,3.7,23,38.14
1214,Rail,Fog,High,72.23861862590475,1.2,3,19.06
631,Truck,Storm,High,97.10849552228575,2.7,1,16.62
311,Truck,Fog,High,70.8650061370485,3.3,36,28.59
1413,Air,Rainy,High,108.92676855017027,1.3,41,40.94
1381,Rail,Clear,Medium,86.41561367712319,1.5,28,21.92
2342,Ship,Fog,Medium,93.60037410586646,3.7,39,37.91
1588,Truck,Rainy,High,109.9339052953816,3.1,5,25.04
610,Rail,Storm,Medium,72.32244086428808,1.6,13,14.36
1149,Air,Clear,Medium,77.92707677958052,3.1,11,9.79
1953,Ship,Clear,High,89.89801882225575,4.7,46,39.9
224,Air,Storm,High,81.49625817727804,1.1,22,31.3
2206,Truck,Storm,Medium,86.89507128875316,3.6,23,39.52
2280,Rail,Clear,High,119.90873689462325,1.3,12,31.44
241,Rail,Fog,High,111.27072187869054,1.0,21,11.45
114,Rail,Clear,High,114.19509074800543,1.6,19,20.6
1547,Rail,Storm,High,116.85273167828876,2.7,5,24.97
1617,Ship,Fog,Medium,87.04679401570978,4.2,24,21.13
2961,Ship,Rainy,Low,84.85384788982364,2.1,30,39.75
1201,Air,Clear,Medium,81.70312462860375,3.5,8,9.82
1987,Ship,Storm,Low,111.50584556540613,2.6,2,33.93
418,Truck,Rainy,Low,103.97759311425925,1.9,34,32.57
900,Truck,Clear,Low,81.80859912414387,3.1,23,6.13
92,Rail,Clear,Medium,88.84969146052275,4.2,3,-1.06
1957,Truck,Fog,Medium,95.33558819663992,4.3,24,22.19
2585,Air,Storm,Medium,96.40700286368768,4.4,18,41.29
127,Ship,Rainy,Medium,114.43638642758573,2.4,47,24.76
2923,Ship,Clear,Medium,89.02830664736081,4.2,37,46.38
1874,Ship,Fog,Low,115.42620152502562,1.8,31,32.06
1343,Truck,Rainy,Medium,92.06837801598948,4.0,14,7.98
723,Ship,Rainy,Low,107.3186337396177,4.8,1,2.77
750,Rail,Clear,Medium,116.5127159992528,1.1,14,12.89
808,Rail,Rainy,Medium,115.37878519816331,2.8,41,21.81
1973,Rail,Clear,High,72.84764336478406,3.6,5,20.65
2825,Truck,Fog,Low,80.2852147488285,3.8,31,41.18
951,Ship,Fog,Medium,93.84527127661376,1.7,31,29.63
2986,Truck,Rainy,Medium,91.57771449765536,4.9,30,29.08
1042,Ship,Clear,Medium,102.04458324186035,3.5,36,24.53
1241,Air,Storm,High,117.2354525412706,1.7,1,25.65
2436,Air,Fog,Low,75.62023556389744,1.1,3,16.32
2290,Truck,Clear,Medium,92.59293325671203,4.1,20,25.44
1526,Rail,Clear,Medium,79.62055189435696,1.3,43,29.99
2380,Truck,Clear,Medium,114.70537991989738,1.6,43,34.21
439,Rail,Rainy,High,118.22900929008264,3.3,21,12.38
1049,Ship,Storm,Medium,93.9350840945175,3.4,30,23.55
574,Rail,Rainy,Low,75.20051488640703,3.7,42,16.11
1905,Rail,Fog,Low,109.26473333613366,2.6,44,29.22
1556,Ship,Rainy,Low,104.85706752461995,4.1,30,20.38
708,Air,Clear,Low,87.73354133051552,4.9,5,-3.79
2813,Ship,Rainy,Medium,114.37037369844818,2.1,10,30.81
940,Truck,Clear,High,118.79159448913535,3.8,24,24.77
1531,Truck,Storm,High,97.89269245650976,4.7,45,47.71
501,Truck,Rainy,High,98.28639556721461,3.7,39,23.93
2525,Truck,Rainy,Medium,84.87567525568889,3.7,6,19.54
1587,Truck,Rainy,High,99.2253017991657,1.9,10,20.88
932,Air,Clear,Low,91.98211602624232,3.1,42,20.06
362,Air,Clear,Medium,85.1095513464026,3.3,43,22.04
889,Rail,Rainy,High,73.35925982619507,3.8,10,5.49
2616,Truck,Rainy,Low,82.63539298545625,5.0,25,28.26
424,Ship,Storm,Low,79.89273248388322,1.1,14,17.42
500,Truck,Storm,Medium,97.10209922769745,1.3,47,38.9
644,Air,Fog,Medium,100.08350108817969,1.3,39,16.21
1283,Truck,Storm,High,100.42858621530083,4.0,13,29.39
549,Air,Storm,High,89.40905005228396,1.5,11,27.7
513,Rail,Storm,High,91.0614866842748,3.5,39,26.11
162,Rail,Clear,Medium,111.711921482032,2.3,11,-2.85
1085,Rail,Storm,High,93.81164067585811,2.8,46,45.79
2428,Air,Storm,High,119.38866660685612,1.9,16,49.05
1974,Truck,Rainy,Low,91.98086150044324,4.5,33,28.15
189,Truck,Clear,Low,102.47904723089195,3.3,41,18.59
1474,Ship,Fog,Low,72.51814994966979,4.8,41,20.24
2999,Air,Fog,High,102.66699622094055,3.3,32,39.45
566,Ship,Storm,Medium,112.5713197207503,1.5,10,18.08
2666,Rail,Fog,Low,117.1228919266648,1.7,15,24.61
1997,Truck,Fog,Medium,119.86603058198853,5.0,16,13.64
2943,Air,Fog,High,84.10893228246165,3.9,43,55.79
2215,Ship,Storm,High,98.76850324128584,1.2,27,52.2
937,Ship,Fog,Low,92.53589927660737,3.8,45,21.43
1391,Ship,Storm,Medium,98.19087402875854,2.6,32,31.22
99,Truck,Rainy,Low,77.87264785949233,2.2,6,2.69
68,Truck,Rainy,High,112.80747862979707,1.6,47,30.04
775,Truck,Fog,Medium,115.47844716722938,4.4,36,10.88
2294,Air,Rainy,Low,92.48308315564613,1.3,8,14.6
1523,Truck,Storm,High,84.02149307867884,2.2,25,50.74
2656,Air,Rainy,Low,77.04167138265062,2.2,7,19.55
501,Ship,Fog,Medium,104.18824123889021,1.6,17,12.95
2386,Ship,Storm,Medium,85.61159198103675,3.0,30,50.41
1214,Rail,Clear,Medium,115.47692849566943,1.0,2,11.88
1157,Truck,Storm,Medium,103.5506237422435,2.2,17,22.67
2488,Ship,Rainy,Medium,102.28426625871204,4.7,4,10.35
264,Truck,Clear,Low,97.97010579491204,2.2,26,4.04
1599,Air,Storm,Low,72.28881697143628,2.4,14,30.07
2312,Ship,Clear,Low,116.59612178427935,2.9,8,28.57
177,Truck,Clear,Low,101.396874664973,3.2,5,-4.11
1895,Ship,Clear,High,119.70309916915552,4.2,5,18.27
809,Ship,Storm,High,96.86782023864436,1.8,5,28.48
2501,Truck,Rainy,Low,105.50554459531065,4.5,27,26.08
1865,Ship,Storm,High,72.8104778933111,4.0,5,32.52
2435,Ship,Rainy,High,101.58680884117055,3.9,3,26.26
2928,Ship,Storm,Medium,108.23248057951787,1.3,38,53.63
2811,Ship,Storm,Low,108.92571474262786,1.1,30,50.83
410,Air,Storm,High,108.50558261151427,3.4,1,24.62
618,Ship,Rainy,High,81.31413136468339,4.5,8,12.2
1465,Rail,Storm,Low,118.7699238802613,3.3,13,30.01
2315,Ship,Clear,Medium,119.75910603124694,1.9,20,24.76
1647,Truck,Storm,Low,73.77979375808006,1.4,6,32.15
1742,Rail,Clear,Medium,116.82232114058786,3.8,8,17.02
251,Air,Fog,High,84.47245971521846,3.9,30,10.21
2114,Rail,Fog,Medium,104.46420408754824,1.7,40,40.44
2419,Rail,Rainy,Medium,86.90554603680661,1.1,15,26.92
567,Rail,Rainy,Low,118.38771616865608,2.6,10,-2.26
1398,Truck,Fog,High,75.07519291517677,3.3,33,32.53
1485,Truck,Storm,Low,94.8873408478188,3.8,9,24.45
1391,Truck,Storm,Low,91.40238959710373,4.2,33,32.77
730,Air,Storm,High,86.30117261389924,3.4,9,22.45
2038,Truck,Fog,Low,102.27669954400743,1.4,14,22.93
1541,Truck,Clear,Low,76.55278717108337,3.7,32,36.34
474,Rail,Rainy,Medium,105.83312090668485,4.9,37,7.53
2018,Truck,Clear,Low,119.02960619023936,4.6,6,18.34
1762,Ship,Fog,High,110.2279357234315,4.5,5,19.2
2484,Truck,Clear,Low,113.00083764547728,2.2,4,18.17
827,Air,Storm,Medium,87.98183715895013,4.0,16,18.03
2195,Air,Storm,Low,86.24433032406094,4.4,10,21.19
1876,Ship,Clear,Low,95.85241773450666,3.7,31,23.88
257,Air,Fog,Low,72.28633073811363,2.0,31,13.84
1587,Air,Clear,Medium,117.26790672282664,4.8,14,5.51
1709,Rail,Storm,High,77.1892586508096,2.8,13,38.52
2683,Ship,Storm,High,115.15065195840462,1.5,4,39.01
2263,Rail,Fog,Medium,74.17911110001779,1.4,46,35.57
71,Rail,Clear,Medium,111.13124638392802,3.6,26,1.11
203,Truck,Storm,Low,77.59812629391075,2.8,24,29.31
2012,Ship,Storm,High,71.90658070457363,1.4,9,29.93
268,Truck,Clear,Medium,105.97447251297044,4.0,35,14.36
718,Truck,Clear,High,84.01326500872142,4.2,42,24.02
1568,Rail,Rainy,Low,105.72480763921747,3.9,15,13.63
2327,Air,Fog,Medium,97.75426252364099,1.8,24,34.69
2117,Ship,Fog,High,75.44036951150328,3.8,31,39.84
2650,Air,Clear,High,116.60650366505818,1.0,19,38.6
999,Rail,Fog,Low,92.61570873817388,2.2,2,-0.2
2245,Rail,Storm,Medium,106.7223638899344,2.6,2,31.36
452,Rail,Clear,High,95.05102860078125,4.3,41,27.18
645,Rail,Clear,Low,100.21807374806023,2.6,36,17.83
2464,Rail,Clear,High,85.13867961783463,1.0,37,51.35
1487,Rail,Rainy,Low,80.01801520017251,2.4,34,24.84
2899,Air,Fog,High,97.12851017040339,3.0,39,46.35
1207,Truck,Rainy,High,92.0109486485501,4.8,19,19.99
1792,Air,Storm,Low,89.50566067169666,4.8,38,39.92
1356,Ship,Fog,Medium,103.62835975473115,1.7,23,23.21
122,Air,Rainy,Low,104.5253316005568,1.7,16,8.37
530,Rail,Clear,Medium,72.29600280456316,1.7,46,21.1
609,Air,Rainy,High,86.9372247121836,4.2,44,35.6
794,Truck,Clear,High,90.58822751131888,1.0,6,15.23
1516,Ship,Rainy,Low,74.84460805820841,1.5,26,24.57
149,Air,Rainy,Low,81.79504333491442,3.2,22,-0.5
1132,Truck,Rainy,Medium,72.58208986113783,2.0,45,28.85
2605,Air,Clear,Medium,119.81210493085104,1.4,47,49.41
2355,Ship,Rainy,Medium,106.82786014849222,2.4,24,34.56
462,Air,Fog,Low,74.37250782513769,2.1,46,31.23
1138,Rail,Fog,High,71.01246898950461,3.0,40,35.98
2692,Air,Fog,Low,105.96439000761401,4.9,21,29.0
1227,Truck,Clear,High,91.95960828413334,1.5,30,30.04
2058,Air,Clear,Low,109.3398354532288,2.5,11,17.77
2363,Truck,Fog,Low,116.17380189091918,4.7,9,23.58
870,Ship,Fog,Medium,99.96501945081863,4.5,12,10.46
711,Air,Fog,High,79.35542114586265,2.6,26,17.52
609,Ship,Storm,Low,109.10970180232263,3.8,38,31.11
2988,Ship,Fog,Low,117.79058715871872,1.4,3,31.83
1321,Air,Rainy,High,99.0115643529978,3.9,33,24.34
1863,Truck,Storm,Low,104.09987236403668,4.9,15,29.03
2965,Ship,Storm,High,86.87373475183365,3.1,47,59.7
659,Ship,Clear,Medium,89.07638473301556,3.0,5,-9.06
2511,Air,Rainy,Medium,106.7327248926532,1.7,24,32.91
74,Air,Clear,High,116.38855492034097,3.5,11,8.53
2078,Air,Clear,Medium,101.44941936121761,3.4,33,29.9
333,Air,Rainy,High,109.49239542426737,3.6,23,29.97
1522,Air,Clear,Low,78.58175087076864,1.1,10,19.91
2978,Rail,Rainy,Low,80.59795451289868,3.2,43,45.62
350,Air,Rainy,High,96.6017343416695,3.4,28,20.85
1141,Truck,Clear,Low,78.82770961214203,1.8,39,25.1
1080,Ship,Fog,Medium,101.74975351104618,1.8,17,20.35
866,Truck,Clear,Low,84.58265926973495,2.1,44,28.27
132,Truck,Storm,Low,109.5766309333446,3.8,26,18.3
1970,Rail,Clear,High,110.40551733071717,3.4,25,30.28
2143,Air,Rainy,Medium,93.18937278776765,4.4,36,22.81
667,Ship,Storm,Low,79.04053175188176,2.2,12,15.76
2359,Truck,Rainy,Low,102.33874805409663,4.6,3,17.3
225,Air,Fog,High,119.63935091317933,4.0,29,14.53
1239,Air,Fog,High,101.12954489712617,2.6,44,38.65
2754,Rail,Storm,Medium,71.7887345357004,1.4,24,45.58
891,Rail,Fog,Low,70.86469878835413,2.0,19,16.56
419,Rail,Fog,High,86.01809852461531,4.8,13,4.21
1868,Ship,Clear,High,79.78919034302024,2.2,16,31.24
2151,Truck,Clear,High,110.65256035716541,2.3,40,41.71
739,Rail,Fog,Medium,112.24028335180003,1.8,27,9.6
1829,Rail,Fog,High,82.9309385655238,4.2,6,20.06
1414,Rail,Clear,Medium,86.28223884749464,2.1,42,38.62
1482,Truck,Fog,Medium,81.81234838575574,2.3,10,7.93
416,Truck,Fog,Low,115.41912736856321,2.7,38,18.36
693,Rail,Rainy,Low,95.1324667311141,2.7,8,9.52
2476,Rail,Fog,Medium,102.80685220410099,2.6,18,40.06
122,Air,Storm,Low,90.77410433498017,3.0,32,18.76
1321,Rail,Rainy,Low,101.55070967522656,4.3,17,9.95
909,Ship,Storm,High,89.29276883608681,4.3,42,33.66
